month,item_name_std,gross_written_current,gross_written_yoy_reported_pct,gross_loss_ratio_current,gross_loss_ratio_diff_pp,gross_loss_ratio_ma3,retained_premium_current,retained_loss_ratio_current,gross_written_current_yoy_calc,gross_written_current_ma3,gross_loss_ratio_current_yoy_calc,gross_loss_ratio_current_ma3,retained_premium_current_yoy_calc,retained_premium_current_ma3,retained_loss_ratio_current_yoy_calc,retained_loss_ratio_current_ma3
2025-08,기술,303556256,-6.4,57.3,38.4,60.29999999999999,182442248,67.6,-0.06407760874195101,267818791.33333334,2.0478723404255317,60.29999999999999,-0.17575737313985224,160283917.33333334,1.5130111524163568,70.89999999999999
2025-08,책임,1259645376,4.9,59.8,5.1,59.36666666666667,955692921,60,0.04861578262677529,1128799539.3333333,0.09124087591240876,59.36666666666667,0.046006930247283355,854994415.6666666,-0.025974025974025997,58.76666666666667
2025-08,상해,1777753351,7.8,91.2,1.3,91.16666666666667,1618158584,92.6,0.07837488115621495,1610904844,0.015590200445434362,91.16666666666667,0.06893456974139026,1465446238.3333333,0.019823788546255477,92.46666666666665
2025-08,종합,1650697299,-4.5,69.3,37.8,72.46666666666665,695902528,69.4,-0.04458949284988029,1492406046,1.2,72.46666666666665,-0.09040561194302112,625648296,0.2218309859154931,69.26666666666667
2025-08,기타특종,1935623070,4.6,83.7,10.6,99.89999999999999,1356527175,78.2,0.04596383860463888,1772205144.6666667,0.14500683994528057,99.89999999999999,0.029298702232092903,1239919639.6666667,0.007731958762886708,78.60000000000001
2025-08,권원,80822363,-11.8,18.2,1.2,17.766666666666666,75476940,17.2,-0.11781714086847697,71323354.33333333,0.0705882352941176,17.766666666666666,-0.11160421874688084,66507016,-0.0337078651685394,16.8
2025-08,해외원보험,984381452,28.5,47.8,-1.1,50.46666666666666,493268120,70,0.2852347944624926,848096580.3333334,-0.024489795918367405,50.46666666666666,0.2395259164567807,428131377.6666667,0.12903225806451613,73.3
2025-09,합계,92487426213,5,86.5,4,86.5,89319027305,86.7,0.049616992229615964,83117442915,0.04721549636803881,86.5,0.038389350471937575,80215692109.66667,0.03337306317044097,86.66666666666667
2025-09,일반보험,11407853124,,74.27523295441054,,,,,0.041842706875969485,10328829046,0.19494362199198154,75.39481880363151,,,,
2025-09,장기보험,53270666890,5.2,80.3,0.8,79.93333333333334,50975968097,80.9,0.052088318568806566,47626715801.666664,0.01133501259445833,79.93333333333334,0.032542726266735204,45654907019,0.02017654476670881,80.73333333333333
2025-09,자동차보험,14520176717,-2.1,85.8,4.2,85.03333333333335,14425209910,85.8,-0.020565363065825418,12960182260,0.05147058823529416,85.03333333333335,-0.018058634815901153,12872241479.333334,0.05147058823529416,85.03333333333335
2025-09,화재,247511217,0,79.9,31.7,69.76666666666667,196058072,84.6,0.0001939520539902776,221926571.33333334,0.6542443064182196,69.76666666666667,0.08896495734515752,173759541,0.5080213903743314,73.06666666666666
2025-09,해상,837350658,3.1,93.7,47.4,99.39999999999999,362243348,55.6,0.03135347956177093,748103839.3333334,1.0193965517241381,99.39999999999999,0.023120143698245974,320730098.3333333,-0.060810810810810835,54.833333333333336
2025-09,보증,1470580125,0.7,72.1,-7.5,71.26666666666667,1359052969,73.8,0.007217103966025808,1315651865,-0.0942211055276382,71.26666666666667,-0.007171571871740117,1220979399,-0.08208955223880607,72.60000000000001
2025-09,기술,333261463,-8.7,59,39.5,59.03333333333333,206196282,67,-0.08675046060242313,304628011,2.0256410256410255,59.03333333333333,-0.1731821767615525,183088475.66666666,1.3674911660777387,68.96666666666665
2025-09,책임,1391088896,5.3,61.6,7.1,60.13333333333333,1054423535,60.7,0.053173276195341276,1262034972.3333333,0.1302752293577982,60.13333333333333,0.044090515715830614,956676405.3333334,-0.006546644844517162,59.833333333333336
2025-09,상해,1928593258,8,92,2.3,91.53333333333335,1750293749,93.2,0.07993782609444491,1776363723,0.02678571428571435,91.53333333333335,0.06916116044411885,1615887830,0.027563395810363836,92.83333333333333
2025-09,종합,1931662848,-3.9,64.8,33.4,68.63333333333333,845731686,67.1,-0.03900904324359799,1697934842.3333333,1.0636942675159236,68.63333333333333,-0.0705164668862807,719922218.6666666,0.21338155515370702,68.46666666666667
2025-09,기타특종,2064263883,4.3,88.4,2.4,89.46666666666665,1543829826,81.8,0.042961947285161735,1933156522.6666667,0.027906976744186112,89.46666666666665,0.024978090753072037,1387625520,-0.006075334143377886,79.76666666666667
2025-09,권원,89830996,-11.9,16.7,0.6,17.833333333333332,84205473,16.1,-0.11914762675967873,80694235.33333333,0.03726708074534148,17.833333333333332,-0.11049884239793883,75419191.66666667,-0.05294117647058815,16.966666666666665
2025-09,해외원보험,1113709780,28.4,45.9,-1,48.199999999999996,566027920,67.9,0.28397932469033493,988334463.6666666,-0.021321961620469083,48.199999999999996,0.23421396639415099,493652740,0.11494252873563231,70.86666666666666
2025-10,합계,101798085931,4.8,86.4,3.8,86.36666666666667,98657506827,86.4,0.047818207599645,92443895245.66667,0.04600484261501225,86.36666666666667,0.04016753426152492,89403411611.66667,0.027348394768133312,86.53333333333335
2025-10,일반보험,12367353784,,75.3974783472807,,,,,0.03033187474104769,11350170295.666666,0.22960347478799714,74.56619568955028,,,,
2025-10,장기보험,59388535622,5.3,80,0.5,80.03333333333333,56939530979,80.5,0.053015158093655285,53508027111.333336,0.006289308176100629,80.03333333333333,0.03531763808396628,51298310506,0.013853904282115796,80.66666666666667
2025-10,자동차보험,15765433945,-4.3,85.9,3.9,85.5,15690695748,85.9,-0.04316686344644201,14408665748.666666,0.04884004884004884,85.5,-0.03885508905160304,14322899046,0.04884004884004884,85.5
2025-10,화재,274530698,-1.2,75.8,28.3,73.2,215715187,80,-0.011538271138564702,248021970.66666666,0.5957894736842104,73.2,0.08155202548524737,195493917,0.47874306839186687,77.39999999999999
2025-10,해상,925889917,2.8,88.6,41.7,93.43333333333332,393514651,56,0.027525661387261712,837400609.3333334,0.8891257995735607,93.43333333333332,0.019917889325363224,359620324,-0.0743801652892562,55.333333333333336
2025-10,보증,1608373436,0.2,74.5,-4.8,72.56666666666666,1487980946,75.9,0.002115996893511222,1463597707.6666667,-0.05934343434343438,72.56666666666666,-0.01060270074478301,1356873007,-0.05006257822277847,73.93333333333332
2025-10,기술,366869119,-7.1,52.5,30.1,56.26666666666667,222452410,61.9,-0.07116239073991923,334562279.3333333,1.3437500000000002,56.26666666666667,-0.15950165808179992,203696980,0.6246719160104985,65.5
2025-10,책임,1539243975,5.5,60.5,4.1,60.63333333333333,1150732787,60.4,0.054978535573206366,1396659415.6666667,0.07269503546099293,60.63333333333333,0.042706483978810134,1053616414.3333334,-0.027375201288244812,60.36666666666667
2025-10,상해,2011287693,5.3,91.7,1.5,91.63333333333333,1850779528,93,0.05266614695914462,1905878100.6666667,0.015503875968992312,91.63333333333333,0.05720954280288246,1739743953.6666667,0.017505470459518536,92.93333333333334
2025-10,종합,2121671972,-4.6,59.9,34.3,64.66666666666667,899343809,62.8,-0.046154504812225786,1901344039.6666667,1.3398437499999998,64.66666666666667,-0.08455732878343403,813659341,0.2790224032586557,66.43333333333334
2025-10,기타특종,2171442748,2.5,103.7,17.1,91.93333333333334,1821969731,84.2,0.024877510303590866,2057109900.3333333,0.1974595842956121,91.93333333333334,0.11563370997116287,1574108910.6666667,0.001189060642092848,81.39999999999999
2025-10,권원,98039616,-13,16.2,-0.7,17.03333333333333,92003587,15.7,-0.12962891924532494,89564325,-0.04142011834319523,17.03333333333333,-0.1204418028305106,83895333.33333333,-0.11299435028248588,16.333333333333332
2025-10,해외원보험,1250004610,25.1,47.3,-0.2,47,629034939,66.1,0.25113498167984316,1116031947.3333333,-0.0042105263157895334,47,0.23071074011423703,562776993,0.07305194805194794,68
2025-11,합계,112880079112,5.4,87,6.4,86.63333333333333,109607024364,86.8,0.05435658865500849,102388530418.66667,0.07940446650124076,86.63333333333333,0.04940787122231577,99194519498.66667,0.02843601895734587,86.63333333333334
2025-11,일반보험,13671614315,,78.96110155569438,,,,,0.03651044901063045,12482273741,0.27305684845782746,76.21127095246187,,,,
2025-11,장기보험,65480397502,5.3,80.1,0.6,80.13333333333334,62902777860,80.6,0.05327300581655222,59379866671.333336,0.007547169811320683,80.13333333333334,0.037597823509423145,56939425645.333336,0.01511335012594444,80.66666666666667
2025-11,자동차보험,17321355465,-4,86.5,3.6,86.06666666666666,17240088273,86.5,-0.04033157437473679,15868988709,0.04342581423401681,86.06666666666666,-0.03612166536487196,15785331310.333334,0.04342581423401681,86.06666666666666
2025-11,화재,305651235,-2.2,73.5,19.7,76.39999999999999,243336721,77.8,-0.021570654613643853,275897716.6666667,0.3661710037174722,76.39999999999999,0.08463814153829685,218369993.33333334,0.37455830388692574,80.8
2025-11,해상,1019095181,3.8,86,38.9,89.43333333333334,429223113,56.1,0.038399502296260025,927445252,0.8297872340425532,89.43333333333334,0.016068586068531884,394993704,-0.05555555555555551,55.9
2025-11,보증,1765398251,1,75,-5.8,73.86666666666666,1641459231,76.2,0.010084228280346559,1614783937.3333333,-0.07178217821782175,73.86666666666666,-0.0020798249042674713,1496164382,-0.0661764705882352,75.3
2025-11,기술,399459561,-6.3,49.7,26.9,53.73333333333333,248589963,59.2,-0.06316901428930319,366530047.6666667,1.1703056768558955,53.73333333333333,-0.140995435191218,225746218.33333334,0.9409836065573771,62.70000000000001
2025-11,책임,1659781619,5.3,60.9,5,61,1235898911,61.9,0.053311951714294974,1530038163.3333333,0.08944543828264759,61,0.03936923026838047,1147018411,0.0032414910858994447,61
2025-11,상해,2138141596,5.2,91.7,1.2,91.8,1966567890,93,0.052422598064586864,2026007515.6666667,0.013259668508287324,91.8,0.05571541914868814,1855880389,0.014176663031624832,93.06666666666666
2025-11,종합,2320602863,-3.9,75.8,48.6,66.83333333333333,993400919,69.2,-0.03925155890961092,2124645894.3333333,1.7867647058823528,66.83333333333333,-0.09579928533603543,912825471.3333334,0.3515625,66.36666666666666
2025-11,기타특종,2533760852,4.5,109.1,23.8,100.40000000000002,2157404626,86.9,0.04542948492405212,2256489161,0.2790152403282532,100.40000000000002,0.22384203153357074,1841068061,0.04071856287425157,84.3
2025-11,권원,105134553,-12.9,17.7,-1.3,16.866666666666664,98747278,17.2,-0.12912569190526946,97668388.33333333,-0.06842105263157898,16.866666666666664,-0.11994485061483105,91652112.66666667,-0.11794871794871799,16.333333333333332
2025-11,해외원보험,1424588604,23.4,46.2,-3.6,46.46666666666666,699802557,66.9,0.23354764018145444,1262767664.6666667,-0.07228915662650591,46.46666666666666,0.21417416501345637,631621805.3333334,0.08252427184466034,66.96666666666667
