month,product_group,monthly_first_premium_flow,monthly_first_premium_yoy,monthly_first_premium_ma3,monthly_renewal_premium_flow,monthly_renewal_premium_yoy,monthly_renewal_premium_ma3,lump_sum_first_premium_flow,lump_sum_first_premium_yoy,total_amount_flow,total_amount_yoy,total_amount_ma3
2023-08,표준형_어린이,5340360,,4644166.333333333,399346405,,399061208.3333333,1979,,404875246,,403908593.3333333
2023-08,표준형_치매간병,985818,,1083099.6666666667,69474684,,69818754,0,,70845210,,71460426.33333333
2023-08,무저해지형_질병보험,16202951,,13067164.666666666,285107781,,276452634.6666667,0,,301660690,,290084378.3333333
2023-08,무저해지형_상해,6231429,,5952514.666666667,190397462,,187446777.66666666,0,,197287486,,194046697
2023-08,무저해지형_어린이,9103763,,6410409,214257897,,210581563,0,,223365864,,216994740
2023-08,무저해지형_치매간병,2948342,,3040267.3333333335,38604285,,36082661.666666664,0,,61763919,,56747112.666666664
2023-09,원리금보장형장기손해보험합계,82276577,,82086298.66666667,5238201297,,5247823383.333333,16394126,,5358556859,,5378888315
2023-09,개인보험,81744433,,81592142.33333333,5215512518,,5224998119.666667,16394126,,5335109412,,5355385358.333333
2023-09,보장성보험,82514840,,81779839.66666667,5165414754,,5157945599,201224,,5267693540,,5267015419.666667
2023-09,저축성보험,-770407,,-187697.33333333334,50097764,,67052520.666666664,16192902,,67415872,,88369938.66666667
2023-09,단체보험,532144,,494156.3333333333,22688779,,22825263.666666668,0,,23447447,,23502956.666666668
2023-09,표준형,42945234,,49059863,4415754847,,4428099316.666667,288093,,4473043838,,4489759639.666667
2023-09,무저해지환급형,39569606,,32719976.666666668,749659907,,729846282.3333334,-86869,,794649702,,777255780
2023-09,표준형_질병보험,12410160,,12532681,1260951629,,1269106038.3333333,315039,,1274801130,,1283257349.3333333
2023-09,표준형_상해,14312379,,14539360.666666666,1376486431,,1376277765.6666667,-268997,,1399079602,,1396388319.3333333
2023-09,표준형_실손의료,2011790,,2563516.6666666665,222055415,,219112092,50967,,223521903,,221665898.66666666
2023-09,표준형_운전자,9818664,,9476544.666666666,443067806,,443486995,-30963,,453994638,,454359543
2023-09,표준형_어린이,-248652,,3092066.6666666665,397995583,,398745986,-248865,,395594785,,401247910
2023-09,표준형_치매간병,-2550192,,59749,68385226,,69126128,-250,,68583714,,70404937.66666667
2023-09,무저해지형_질병보험,20765809,,16276071,294644236,,285212138.3333333,0,,315829894,,301890928.6666667
2023-09,무저해지형_상해,15681625,,9047796.666666666,192725344,,190207841.66666666,-12000,,209176860,,199952959.33333334
2023-09,무저해지형_어린이,3186988,,5827771.666666667,219538496,,214716623.33333334,-61752,,222593319,,220503079.66666666
2023-09,무저해지형_치매간병,-883876,,802485,41300456,,38966892.333333336,-13117,,44779194,,53400173.333333336
2023-10,원리금보장형장기손해보험합계,72568794,,80994050.66666667,5325241358,,5270107529,32703326,,5446741525,,5402398155
2023-10,개인보험,72067885,,80505978.66666667,5302311152,,5247233857.666667,32703326,,5423098262,,5378835144.666667
2023-10,보장성보험,71958067,,80694841.33333333,5250649143,,5195582469.333333,210385,,5337351193,,5298551621
2023-10,저축성보험,109818,,-188862.66666666666,51662009,,51651388.333333336,32492941,,85747069,,80283523.66666667
2023-10,단체보험,500909,,488072,22930206,,22873671.333333332,0,,23643263,,23563010.333333332
2023-10,표준형,44492717,,46606480,4470074426,,4442474300.666667,210385,,4525462428,,4501190779
2023-10,무저해지환급형,27465350,,34088361.333333336,780574717,,753108168.6666666,0,,811888765,,797360842
2023-10,표준형_질병보험,12168729,,12493206.666666666,1285240275,,1273470928.3333333,68143,,1299208821,,1287559114
2023-10,표준형_상해,11680197,,13595291.666666666,1385012973,,1379977614.3333333,22487,,1400617052,,1398963300.3333333
2023-10,표준형_실손의료,2690056,,2535962.6666666665,228111067,,223357544.33333334,0,,231112956,,225900207.66666666
2023-10,표준형_운전자,7493292,,8834988.666666666,448418689,,445471737.6666667,0,,457036784,,455509790
2023-10,표준형_어린이,3884978,,2992228.6666666665,400678764,,399340250.6666667,328,,404714451,,401728160.6666667
2023-10,표준형_치매간병,700448,,-287975.3333333333,68478811,,68779573.66666667,0,,69990438,,69806454
2023-10,무저해지형_질병보험,14885958,,17284906,316978857,,298910291.3333333,0,,332198015,,316562866.3333333
2023-10,무저해지형_상해,7589310,,9834121.333333334,197741036,,193621280.66666666,0,,206037334,,204167226.66666666
2023-10,무저해지형_어린이,3620465,,5303738.666666667,223037050,,218944481,0,,226665373,,224208185.33333334
2023-10,무저해지형_치매간병,728391,,930952.3333333334,40650941,,40185227.333333336,0,,44179984,,50241032.333333336
2023-11,원리금보장형장기손해보험합계,76881844,,77242405,5319376856,,5294273170.333333,3121321,,5417285427,,5407527937
2023-11,개인보험,76413752,,76742023.33333333,5296490042,,5271437904,3121321,,5393770631,,5383992768.333333
2023-11,보장성보험,76333852,,76935586.33333333,5247418807,,5221160901.333333,299476,,5340092719,,5315045817.333333
2023-11,저축성보험,79900,,-193563,49071235,,50277002.666666664,2821845,,53677912,,68946951
2023-11,단체보험,468092,,500381.6666666667,22886814,,22835266.333333332,0,,23514796,,23535168.666666668
2023-11,표준형,50132907,,45856952.666666664,4453650239,,4446493170.666667,299476,,4516337727,,4504947997.666667
2023-11,무저해지환급형,26200945,,31078633.666666668,793768568,,774667730.6666666,0,,823754992,,810097819.6666666
2023-11,표준형_질병보험,12699536,,12426141.666666666,1275643980,,1273945294.6666667,54132,,1290576180,,1288195377
2023-11,표준형_상해,12664440,,12885672,1379506742,,1380335382,5000,,1395330423,,1398342359
2023-11,표준형_실손의료,3048193,,2583346.3333333335,230810175,,226992219,0,,234195936,,229610265
2023-11,표준형_운전자,11887668,,9733208,445191803,,445559432.6666667,0,,458257774,,456429732
2023-11,표준형_어린이,2751143,,2129156.3333333335,397159302,,398611216.3333333,38750,,400114976,,400141404
2023-11,표준형_치매간병,756504,,-364413.3333333333,67379113,,68081050,0,,69690631,,69421594.33333333
2023-11,무저해지형_질병보험,14134821,,16595529.333333334,326003011,,312542034.6666667,0,,340339302,,329455737
2023-11,무저해지형_상해,7175458,,10148797.666666666,201251502,,197239294,0,,209041917,,208085370.33333334
2023-11,무저해지형_어린이,3481706,,3429719.6666666665,223442907,,222006151,0,,226929186,,225395959.33333334
2023-11,무저해지형_치매간병,700669,,181728,40329589,,40760328.666666664,0,,43994737,,44317971.666666664
2023-12,원리금보장형장기손해보험합계,77706451,,75719029.66666667,5371625966,,5338748060,553291,,5467932624,,5443986525.333333
2023-12,개인보험,77217882,,75233173,5348710518,,5315837237.333333,553291,,5444197072,,5420355321.666667
2023-12,보장성보험,77120112,,75137343.66666667,5282527132,,5260198360.666667,130794,,5374968321,,5350804077.666667
2023-12,저축성보험,97770,,95829.33333333333,66183386,,55638876.666666664,422497,,69228751,,69551244
2023-12,단체보험,488569,,485856.6666666667,22915448,,22910822.666666668,0,,23735552,,23631203.666666668
2023-12,표준형,47733174,,47452932.666666664,4471883858,,4465202841,130794,,4531688449,,4524496201.333333
2023-12,무저해지환급형,29386938,,27684411,810643274,,794995519.6666666,0,,843279872,,826307876.3333334
2023-12,표준형_질병보험,13798558,,12888941,1277590539,,1279491598,30691,,1293569379,,1294451460
2023-12,표준형_상해,12117426,,12154021,1382560195,,1382359970,23539,,1397525311,,1397824262
2023-12,표준형_실손의료,3655917,,3131388.6666666665,236153269,,231691503.66666666,0,,240385731,,235231541
2023-12,표준형_운전자,8294383,,9225114.333333334,447752603,,447121031.6666667,0,,457531889,,457608815.6666667
2023-12,표준형_어린이,2930354,,3188825,396362967,,398067011,17239,,399561721,,401463716
2023-12,표준형_치매간병,771054,,742668.6666666666,66526242,,67461388.66666667,0,,68653199,,69444756
2023-12,무저해지형_질병보험,16542071,,15187616.666666666,336205658,,326395842,0,,353042614,,341859977
2023-12,무저해지형_상해,7397586,,7387451.333333333,205156843,,201383127,0,,213083023,,209387424.66666666
2023-12,무저해지형_어린이,3936461,,3679544,224983959,,223821305.33333334,0,,228926295,,227506951.33333334
2023-12,무저해지형_치매간병,681952,,703670.6666666666,40906865,,40629131.666666664,0,,44009123,,44061281.333333336
2024-01,원리금보장형장기손해보험합계,79278474,-0.9322191325295233,77955589.66666667,5385388745,-0.9777765508260153,5358797189,276658,-1.3693644018579167,5520355283,-0.9773453137190315,5468524444.666667
2024-01,개인보험,78648849,-0.9327337370090599,77426827.66666667,5362819603,-0.9778645132468279,5336006721,276658,-1.3693644018579167,5496956004,-0.9774360455409424,5444974569
2024-01,보장성보험,77496287,-0.9335784824735622,76983417,5317583549,-0.9777406285719079,5282509829.333333,196658,0.3641742797882893,5448367902,-0.9773196872406585,5387809647.333333
2024-01,저축성보험,1152562,-0.5356687903221258,443410.6666666667,45236054,-0.9866189046892602,53496891.666666664,80000,-1.089568615157249,48588102,-0.9856762929439798,57164921.666666664
2024-01,단체보험,629625,0.5273930066808661,528762,22569142,-0.6013848878188729,22790468,0,,23399279,-0.5908094044619202,23549875.666666668
2024-01,표준형,49833025,-0.9167610631282441,49233035.333333336,4487211157,-0.9771519406777008,4470915084.666667,196658,0.3641742797882893,4586807256,-0.9767332928717157,4544944477.333333
2024-01,무저해지환급형,27663262,-0.9513022362495616,27750381.666666668,830372392,-0.980461074343295,811594744.6666666,0,,861560646,-0.9800028532269519,842865170
2024-01,표준형_질병보험,13704556,-0.9249298076438875,13400883.333333334,1283613916,-0.9344091314657258,1278949478.3333333,41506,-0.17736596967594886,1298931755,-0.93439737052883,1294359104.6666667
2024-01,표준형_상해,12002128,-0.8989070096080779,12261331.333333334,1379043788,-0.9906866959058441,1380370241.6666667,5063,-0.757077055944727,1392299439,-0.9906089458109198,1395051724.3333333
2024-01,표준형_실손의료,3351973,-0.960375774030676,3352027.6666666665,241280443,-0.9553069152166851,236081295.66666666,0,,245042636,-0.9553134121145416,239874767.66666666
2024-01,표준형_운전자,8394391,-0.8985689070495604,9525480.666666666,448221319,-0.9392498539747838,447055241.6666667,0,,458308631,-0.938636897109986,458032764.6666667
2024-01,표준형_어린이,2759481,-0.9469763973496816,2813659.3333333335,393951283,-0.968347424958142,395824517.3333333,45326,19.659070191431177,396956769,-0.9682673166345229,398877822
2024-01,표준형_치매간병,2247199,-0.9632736490095787,1258252.3333333333,66329189,-0.9567013027622994,66744848,0,,109650718,-0.9312061848613965,82664849.33333333
2024-01,무저해지형_질병보험,15994782,-0.9501145302722177,15557224.666666666,350451010,-0.9793867627215103,337553226.3333333,0,,366673313,-0.9788451010730147,353351743
2024-01,무저해지형_상해,6365927,-0.9553863570714392,6979657,207645018,-0.983131678714701,204684454.33333334,0,,214483292,-0.9827765721503551,212202744
2024-01,무저해지형_어린이,3476178,-0.9597785666606615,3631448.3333333335,227004954,-0.9801857669552742,225143940,0,,230491546,-0.9800320855524265,228782342.33333334
2024-01,무저해지형_치매간병,596684,-0.96369711840356,659768.3333333334,41127590,-0.976148188974765,40788014.666666664,0,,44538984,-0.9745031572692331,44180948
2024-02,원리금보장형장기손해보험합계,79776390.73300001,-1.0772395599602416,78920438.57766667,5396580414.202,-1.0232413326452545,5384531708.400666,261515.78599999996,-0.9930384473592113,5497338544.757,-1.0235615021745283,5495208817.252334
2024-02,개인보험,79137953.50299999,-1.0765930835057722,78334894.83433333,5373753666.152,-1.0231450462576142,5361761262.384,261515.78599999996,-0.9930384473592113,5473684086.037001,-1.0234621001061242,5471612387.345667
2024-02,보장성보험,78316242.54300001,-1.075962727048373,77644213.84766667,5332611797.966,-1.023292531838112,5310907492.988667,181415.78600000002,0.1899472375817445,5429334174.150999,-1.0235961073695754,5417556799.050333
2024-02,저축성보험,821710.96,-1.3662887602514462,690680.9866666667,41141868.186000004,-1.0127121111460708,50853769.39533333,80100,-0.9978590484071561,44349911.88600001,-1.0138398953660142,54055588.29533333
2024-02,단체보험,638437.23,0.6705407222888004,585543.7433333333,22826748.049999997,-2.125810616510799,22770446.016666666,0,,23654458.72,-2.201003835735066,23596429.906666666
2024-02,표준형,46813801.619,-1.0936925293500637,48126666.873,4486439471.5130005,-1.023907394712453,4481844828.8376665,181415.78600000002,0.1899472375817445,4543600611.2439995,-1.0241316252397408,4554032105.414666
2024-02,무저해지환급형,31502440.924000002,-1.059289896798761,29517546.974666666,846172326.4530001,-1.0204974821603296,829062664.151,0,,885733562.9070001,-1.0211845196469198,863524693.6356667
2024-02,표준형_질병보험,14193065.809999999,-1.0902367133318158,13898726.603333334,1280998994.362,-1.076685311153387,1280734483.1206667,11365.260000000002,-1.227628432373971,1296793956.762,-1.0767080989300466,1296431696.9206667
2024-02,표준형_상해,11887954.98,-1.1282431392546368,12002502.993333334,1373782718.4640002,-1.009426461031659,1378462233.8213334,14277,-0.25216070399664764,1388809020.005,-1.0095195997610915,1392877923.335
2024-02,표준형_실손의료,3290505.671,-1.0414056347705662,3432798.557,245066744.04500002,-1.0488661109165907,240833485.34833336,0,,248730205.251,-1.048826275039496,244719524.08366665
2024-02,표준형_운전자,7495326.539999999,-1.117065161659008,8061366.846666667,447163430.396,-1.0685819318876462,447712450.79866666,0,,455979277.546,-1.0691994326856464,457273265.84866667
2024-02,표준형_어린이,2788777.284,-1.0632709042470057,2826204.094666667,391404785.54200006,-1.0336545819439331,393906345.1806667,44095.066000000006,3.1349461740435114,394388596.55200005,-1.0337517765884725,396969028.8506667
2024-02,표준형_치매간병,762682.6000000001,-1.0129437688773613,1260311.8666666667,66545409.763,-1.0479650250827715,66466946.921000004,0,-1,67272403.243,-1.0465141468895758,81858773.41433333
2024-02,무저해지형_질병보험,18148454,-1.0600930672235531,16895102.333333332,361750698.78,-1.0219086045021553,349469122.26,0,,380616606.11,-1.0226238061970814,366777511.0366667
2024-02,무저해지형_상해,7453277.34,-1.0555823215777107,7072263.446666666,210082042.14999998,-1.0174813887162815,207627967.71666667,0,,218089767.83999997,-1.0179481998845739,215218694.27999997
2024-02,무저해지형_어린이,3661746.584,-1.0470276715868183,3691461.861333333,227614783.44300002,-1.0205431776061216,226534565.48100004,0,,231287120.027,-1.0207289701525046,230234987.00899997
2024-02,무저해지형_치매간병,1261907.58,-1.081157426969366,846847.86,41464777.08,-1.0248679555767248,41166410.693333335,0,,49502988.510000005,-1.0296310061316802,46017031.836666666
2024-03,원리금보장형장기손해보험합계,103579893.26699999,0.22967933824948342,87544919.33333333,5441466680.798,0.04505838819276249,5407811946.666667,429637.21400000004,-0.990341166622161,5588087420.243,0.03685688096636987,5535260416
2024-03,개인보험,102853331.49700001,0.2265449977057138,86880044.66666667,5418499319.848,0.04493397040931941,5385024196.333333,429637.21400000004,-0.990341166622161,5563806693.962999,0.036615162576818266,5511482261.333333
2024-03,보장성보험,102029826.45699999,0.21890698009589477,85947452,5379371636.034,0.0516876331095734,5343188994.333333,359637.214,-0.11418750877469544,5521273932.849001,0.05200856457509668,5466325336.333333
2024-03,저축성보험,823505.04,4.4848047528023285,932592.6666666666,39127683.813999996,-0.4450332175861953,41835202,70000,-0.9984118080528456,42532761.11399999,-0.6424804089671189,45156925
2024-03,단체보험,726561.77,0.9266420674970103,664874.6666666666,22967360.950000003,0.07526321343449754,22787750.333333332,0,,24280726.28,0.09538567159298784,23778154.666666668
2024-03,표준형,56481867.381,-0.03420516779591793,51042898,4512695404.4869995,0.013327367205553636,4495448677.666667,359637.214,-0.11418750877469544,4586964852.7560005,0.012517229406963454,4572457573.333333
2024-03,무저해지환급형,45547959.076,0.8057578415822302,34904554,866676231.5469999,0.309879321601318,847740316.6666666,0,,934309080.0929999,0.3011610984668748,893867763
2024-03,표준형_질병보험,16929780.19,0.3021936201683414,14942467.333333334,1288655959.638,0.33911035428902164,1284422956.6666667,79758.73999999999,-0.5689322581691222,1307846242.238,0.3374000332789973,1301190651.3333333
2024-03,표준형_상해,14667596.02,-0.11646789337326648,12852559.666666666,1378171316.5359998,-0.21350338062052177,1376999274.3333333,20920,0.8569146103319724,1398055023.995,-0.21223013956839815,1393054494.3333333
2024-03,표준형_실손의료,4248556.329,0.3997126909115588,3630345,251424913.95499998,0.2651974913197131,245924033.66666666,0,,256381166.749,0.2663326395668501,250051336
2024-03,표준형_운전자,8433905.46,-0.2347083125274317,8107874.333333333,446228851.604,0.021343767538548095,447204533.6666667,0,,456451217.454,0.014782367132594697,456913042
2024-03,표준형_어린이,3527523.716,-0.4354233094742934,3025260.6666666665,390335345.45799994,0.053610697892553856,391897138,68701.934,5.557405173236613,394249527.44799995,0.045514166033825854,395198297.6666667
2024-03,표준형_치매간병,1705275.4,1.1297121169166748,1571719,65709920.237,-0.09719164520542091,66194839.666666664,0,-1,69606277.757,-0.06982522647545923,82176466.33333333
2024-03,무저해지형_질병보험,25703254,2.104201868831104,19948830,375219717.22,0.6353057077363679,362473808.6666667,0,,402467692.89,0.6824550944592941,383252537.3333333
2024-03,무저해지형_상해,12385366.66,0.20529381877257913,8734857,214002614.85000002,0.03345591974885949,210576558.33333334,0,,227338247.16000003,0.04116815461111841,219970435.66666666
2024-03,무저해지형_어린이,5384294.416,-0.1454340571934281,4174073,228867098.55699998,0.1531507421014873,227828945.33333334,0,,234273621.973,0.14392325750068333,232017429.33333334
2024-03,무저해지형_치매간병,829252.4199999999,0.9347797845558709,895948,42407113.92,0.5272793104972071,41666493.666666664,0,,62804039.489999995,0.10427422446868563,52282004
2024-04,원리금보장형장기손해보험합계,75729390,0.061132798675657254,86361891.33333333,5489027522,0.06566701731214568,5442358205.666667,273434,-0.9321093107234731,5589543842,0.06247394550885359,5558323269
2024-04,개인보험,75310667,0.07801439342150417,85767317.33333333,5465814263,0.06756788360649309,5419355749.666667,273434,-0.9321093107234731,5565639456,0.0645651325080047,5534376745.333333
2024-04,보장성보험,72254883,0.03586893633433725,84200317.33333333,5428560096,0.07371322569888922,5380181176.666667,415398,1.0605817421310415,5523583977,0.07108897075656344,5491397361.333333
2024-04,저축성보험,3055784,27.394349571044042,1567000,37254167,-0.4179028336473266,39174573,-141964,-1.0371053615161645,42055479,-0.4085664696673519,42979384
2024-04,단체보험,418723,-0.7219659708294978,594574,23213259,-0.2491345795279843,23002456,0,,23904386,-0.27095981798526547,23946523.666666668
2024-04,표준형,51472480,0.05944077858123617,51589383,4639230543,0.054613366557613126,4546121806.333333,415398,1.0605817421310415,4720980120,0.05833489610074727,4617181861.333333
2024-04,무저해지환급형,20782403,-0.018232031054959855,32610934.333333332,789329553,0.20161936922492849,834059370.3333334,0,,802603857,0.152806086297538,874215500
2024-04,표준형_질병보험,10843892,-0.05218710798882019,13988912.666666666,1293415764,0.017466641444681776,1287690239.3333333,45956,751.6614039111588,1305885925,0.016694518862389183,1303508708
2024-04,표준형_상해,16801597,0.3793809763490855,14452382.666666666,1401591347,0.03328409764803513,1384515127.3333333,214702,56.722930899547144,1421917980,0.03555118406036385,1402927341.3333333
2024-04,표준형_실손의료,3397107,0.24828289709796128,3645389.6666666665,255673829,0.26659693569252096,250721829,0,,259400454,0.26619236331978124,254837275.33333334
2024-04,표준형_운전자,9002645,-0.14404214270226365,8310625.666666667,445037687,0.025899199294327154,446143323,0,,455557899,0.021825115837953175,455996131.3333333
2024-04,표준형_어린이,1301946,-0.6928739556219844,2539415.6666666665,425127448,0.07192331952852933,402289193,9990,,426599624,0.06377153374845393,405079249.3333333
2024-04,표준형_치매간병,252801,-0.5740107098844662,906919.6666666666,105617218,0.4776624840872602,79290849.33333333,0,,125057300,0.7190824426636871,87311993.66666667
2024-04,무저해지형_질병보험,17499165,0.8494441159401933,20450291,395967793,0.5654437831689437,377646069.6666667,0,,414205148,0.5743427052948132,399096482.3333333
2024-04,무저해지형_상해,2192432,-0.6411328163287217,7343692,196534062,0.11667580115070225,206872906.33333334,0,,198955505,0.08812324396391702,214794506.66666666
2024-04,무저해지형_어린이,-70007,-1.0132563879382936,2992011.3333333335,187108417,-0.051128502384550745,214530099.66666666,0,,187041850,-0.07621524955136247,217534197.33333334
2024-04,무저해지형_치매간병,367866,0.16347221749345509,819675.3333333334,2468083,-0.9197518898600264,28779991.333333332,0,,-5642791,-1.1180397361652097,35554745.666666664
2024-05,원리금보장형장기손해보험합계,78726060,0.07745220072353233,86011781.089,5506007816,0.06409430151172212,5478834006.266,266876,-0.8245212844331067,5609130992,0.06178575339251491,5595587418.081
2024-05,개인보험,78000481,0.07496379736680808,85388159.83233334,5482862492,0.06427720246457828,5455725358.282666,266876,-0.8245212844331067,5584885123,0.06191738615340032,5571443757.654333
2024-05,보장성보험,80341959,0.12200427797356372,84875556.15233333,5446770642,0.06991596416681928,5418234124.678,5912,-0.9931518227743629,5549274653,0.06829768995809113,5531377520.949667
2024-05,저축성보험,-2341478,-3.451091908634578,512603.68,36091850,-0.4072069629553882,37491233.604666665,260964,-0.6031267584214128,35610470,-0.4499819251981418,40066236.70466667
2024-05,단체보험,725579,0.4344055630846787,623621.2566666667,23145324,0.02246917909235548,23108647.983333334,0,,24245869,0.032310331966637094,24143660.426666666
2024-05,표준형,41464565,-0.21190840977704886,49806304.127,4558860745,0.03168664047095085,4570262230.8289995,5912,-0.9923856274261355,4616865433,0.02865864839561667,4641603468.585334
2024-05,무저해지환급형,38877394,1.0470556249008613,35069252.02533334,887909897,0.3212999846890775,847971893.849,0,-1,932409220,0.32020007073145873,889774052.3643333
2024-05,표준형_질병보험,9221023,-0.324543000945618,12331565.063333333,1291719582,0.010457211933017175,1291263768.546,78929,-1.4344060607639684,1302439784,0.0064793715530181515,1305390650.4126666
2024-05,표준형_상해,9788457,-0.045348967556255115,13752550.006666666,1380317616,0.010545952363586271,1386693426.5119998,-177199,-1.4891453385512554,1393500997,0.009780661986439782,1404491333.665
2024-05,표준형_실손의료,5303699,0.5460353359993101,4316454.109666667,260497669,0.2628532611233503,255865470.65166664,0,-1,266130633,0.2621783749977456,260637417.91633335
2024-05,표준형_운전자,8733022,0.15157051478177777,8723190.82,445357293,0.0179076225166749,445541277.20133334,0,-1,455653450,0.019589790300578332,455887522.15133333
2024-05,표준형_어린이,4125108,-0.4892526717886163,2984859.2386666667,395449945,-0.0010548326118991359,403637579.486,6216,-0.975453048426523,399759540,-0.016479994356885044,406869563.816
2024-05,표준형_치매간병,563321,-0.8619626765240817,840465.7999999999,74756273,0.05251779829734634,82027803.74566667,0,-1,80642915,0.06020030959066695,91768830.91899998
2024-05,무저해지형_질병보험,19658001,0.9217475325149823,20953473.333333332,410056320,0.5740240077030455,393747943.4066667,0,,430531002,0.5858563390528959,415734614.2966666
2024-05,무저해지형_상해,12150942,12.815960579932556,8909580.22,217636217,0.21212167702132667,209390964.61666667,0,-1,230294579,0.2715271155649154,218862777.05333337
2024-05,무저해지형_어린이,4965861,0.004256206684265233,3426716.138666667,219458382,0.08319788311603883,211811299.18566665,0,-1,224424686,0.08056340849638839,215246719.32433334
2024-05,무저해지형_치매간병,1324049,-0.5493868620103519,840389.14,32892564,0.12144797241712274,25922586.973333333,0,-1,38513998,-0.16224816401063105,31891748.83
2024-06,원리금보장형장기손해보험합계,79878988,-0.03438751837458234,78111479.33333333,5521450334,0.06180717632805361,5505495224,137443,-0.9915013178111276,5627688156,0.05514061766005728,5608787663.333333
2024-06,개인보험,79330838,-0.0340646006825912,77547328.66666667,5498363776,0.061993615714095326,5482346843.666667,137443,-0.9915013178111276,5603759302,0.055319351000032366,5584761293.666667
2024-06,보장성보험,79129504,-0.0353414558506371,77242115.33333333,5463529857,0.06735111733373228,5446286865,137443,-0.763650745883668,5567096128,0.06382425560931701,5546651586
2024-06,저축성보험,201334,1.0132997340053198,305213.3333333333,34833919,-0.40580261687292163,36059978.666666664,0,-1,36663174,-0.5233303422063139,38109707.666666664
2024-06,단체보험,548150,-0.078950021507689,564150.6666666666,23086558,0.019193718323137963,23148380.333333332,0,,23928854,0.01488771190771807,24026369.666666668
2024-06,표준형,44342811,-0.17469918771092205,45759952,4555862158,0.029297561953991108,4584651148.666667,137443,-0.763650745883668,4618468630,0.02761866279711837,4652104727.666667
2024-06,무저해지환급형,34786693,0.22924477830500042,31482163.333333332,907667699,0.3105431311555595,861635716.3333334,0,,948627498,0.2840866153284787,894546858.3333334
2024-06,표준형_질병보험,10313405,-0.1391022707675387,10126106.666666666,1284215783,0.006659102952123778,1289783709.6666667,4338,-0.8614057507987221,1296107160,0.005075153271001033,1301477623
2024-06,표준형_상해,11973417,-0.05726129180230907,12854490.333333334,1379704428,0.0050283723800001665,1387204463.6666667,21902,-0.09454710818967299,1395460416,0.0035193945249638926,1403626464.3333333
2024-06,표준형_실손의료,4106940,0.3318964510781157,4269248.666666667,266965769,0.2592970931568998,261045755.66666666,0,,271450671,0.2601173420039467,265660586
2024-06,표준형_운전자,8334882,-0.41932898979230704,8690183,445397876,0.0169888105968931,445264285.3333333,0,,457555291,0.00792102214729003,456255546.6666667
2024-06,표준형_어린이,3009339,-0.317245913749445,2812131,393726053,-0.013072594022302783,404767815.3333333,9080,0.6836640089004264,396950039,-0.016420159497013746,407769734.3333333
2024-06,표준형_치매간병,383441,-0.262414880929481,399854.3333333333,72928661,0.03499075203953547,84434050.66666667,0,,78547899,0.09474149054399585,94749371.33333333
2024-06,무저해지형_질병보험,21371262,0.9185823976644412,19509476,422675776,0.5749991024375412,409566629.6666667,0,,444800312,0.5862484452823644,429845487.3333333
2024-06,무저해지형_상해,8399591,0.3133022576296023,7580988.333333333,222287170,0.2051863827743671,212152483,0,,231171215,0.20742474515556208,220140433
2024-06,무저해지형_어린이,3633612,-0.26369085493120425,2843155.3333333335,220348967,0.06380263841188463,208971922,0,,223982731,0.056182046067234,211816422.33333334
2024-06,무저해지형_치매간병,493663,-0.9153159866478451,728526,33810336,0.03560954434735561,23056994.333333332,0,,39239225,-0.2842171395365619,24036810.666666668
2024-07,원리금보장형장기손해보험합계,84873886,0.11903598073231414,81159644.66666667,5575479024,0.06030175929621011,5534312391.333333,326018,-0.9681665450031851,5682785432,0.05702405833603282,5639868193.333333
2024-07,개인보험,84313280,0.11930620424378308,80548199.66666667,5552208988,0.06047154325446227,5511145085.333333,326018,-0.9681665450031851,5658803484,0.057177085371680474,5615815969.666667
2024-07,보장성보험,84117423,0.11838849214781337,81196295.33333333,5518738739,0.0741571811463293,5476346412.666667,226018,-0.0812164375988325,5623506165,0.07262679209139405,5579958982
2024-07,저축성보험,195857,0.7284448523571668,-648095.6666666666,33470249,-0.6579971374154417,34798672.666666664,100000,-0.9899953648525361,35297319,-0.679133699543828,35856987.666666664
2024-07,단체보험,560606,0.07982864693486812,611445,23270036,0.021288275703343733,23167306,0,,23981948,0.02211327385441192,24052223.666666668
2024-07,표준형,48155241,-0.07130994456506994,44654205.666666664,4590740699,0.03699866600284582,4568487867.333333,226018,-0.0812164375988325,4654593724,0.036388012483190874,4629975929
2024-07,무저해지환급형,35962182,0.5394640524420258,36542089.666666664,927998040,0.3055885280665083,907858545.3333334,0,,968912441,0.28917842254271153,949983053
2024-07,표준형_질병보험,9664774,-0.21342439647527758,9733067.333333334,1293529426,0.016809255887025604,1289821597,100313,0.5051616000960297,1304888418,0.014448293586930358,1301145120.6666667
2024-07,표준형_상해,13851477,-0.045542213405856125,11871117,1387568844,0.009939066560996641,1382530296,2622,873,1404764510,0.008523561102319376,1397908641
2024-07,표준형_실손의료,4288494,0.5466751397004672,4566377.666666667,271801252,0.261992422415798,266421563.33333334,0,,276381613,0.26542546725269656,271320972.3333333
2024-07,표준형_운전자,9829355,0.04368196509647525,8965753,444366290,0.004298263855365324,445040486.3333333,0,,455612677,0.004468025485519624,456273806
2024-07,표준형_어린이,3087468,-0.2621642005767964,3407305,392166083,-0.016871283507827867,393780693.6666667,15115,6.553723138430785,395438220,-0.01942968018849154,397382599.6666667
2024-07,표준형_치매간병,352069,-0.7980816932119996,432943.6666666667,71928213,0.0346632896458573,73204382.33333333,0,,77696326,0.0823342453835182,78962380
