month,product_group,monthly_first_premium_flow,monthly_first_premium_yoy,monthly_first_premium_ma3,monthly_renewal_premium_flow,monthly_renewal_premium_yoy,monthly_renewal_premium_ma3,lump_sum_first_premium_flow,lump_sum_first_premium_yoy,total_amount_flow,total_amount_yoy,total_amount_ma3
2025-05,표준형_질병보험,7257914,-0.2128949249991026,8367020.333333333,1243770831,-0.03712009298934666,1250704025.6666667,10762,-0.8636496091423937,1252283864,-0.03850920450691638,1260602286.3333333
2025-05,표준형_상해,10401241,0.06260271664880379,11386584.666666666,1358286726,-0.015960739575173254,1358634778.3333333,10000,-1.0564337270526358,1371448020,-0.01582559111724841,1374212916.6666667
2025-05,표준형_실손의료,2960656,-0.44177525911632615,3479654.3333333335,323731064,0.24274073254759143,317761528.6666667,0,,327055747,0.2289293544046844,321744238.6666667
2025-05,표준형_운전자,6804043,-0.22088333225314216,7803711.333333333,437621638,-0.01736954827413144,438645218.6666667,0,,445607965,-0.02204632709354006,447797521.3333333
2025-05,표준형_어린이,2376339,-0.42393290066587347,2666905,377279436,-0.045948948102647984,378892614,126751,19.391087516087516,379933200,-0.0495956644336743,381819438.6666667
2025-05,표준형_치매간병,653710,0.16045735912561399,1108829.6666666667,65369690,-0.12556247955271926,65172641,0,,76024958,-0.057264261838749254,83383521
2025-05,무저해지형_질병보험,22360180,0.13745950058706377,29661774,643485563,0.5692614199922587,619931625.6666666,0,,666548050,0.5481998901440319,650532294.6666666
2025-05,무저해지형_상해,14514398,0.19450804719502407,15766055.666666666,280155604,0.28726554735143184,272964264.6666667,0,,295075179,0.28129450671958717,289314271
2025-05,무저해지형_어린이,2747333,-0.44675596034605075,4016433.6666666665,233990323,0.06621729763778172,232271584.66666666,0,,236737657,0.05486460165973007,236296929.66666666
2025-05,무저해지형_치매간병,730081,-0.4485997119441954,938837.3333333334,39000511,0.18569385469615565,38318119.666666664,0,,44163527,0.1466876796327403,45234985
2025-06,원리금보장형장기손해보험합계,76943338,-0.036751216727983586,82509903.33333333,5893274375,0.06734173423790142,5863183889,8113566,58.032224267514536,6025543273,0.07069601334889601,6014823377.333333
2025-06,개인보험,76517352,-0.03546522475912835,82061243.33333333,5870621171,0.06770330414020245,5840467062.333333,8113566,58.032224267514536,6002174673,0.07109787368236967,5991413994.666667
2025-06,보장성보험,76318488,-0.03552424643025691,81924430,5848985253,0.0705506158268991,5817845926.666667,226819,0.6502768420363351,5952275777,0.06918861110781237,5927427878.333333
2025-06,저축성보험,198864,-0.012268171297446034,136813.33333333334,21635918,-0.37888361054063424,22621135.666666668,7886747,,49898896,0.3610086240760279,63986116.333333336
2025-06,단체보험,425986,-0.22286600383106814,448660,22653204,-0.018770836258917418,22716826.666666668,0,,23368600,-0.02341332351311099,23409382.666666668
2025-06,표준형,37550401,-0.15317950862429539,39092298.666666664,4610805782,0.012059983839396925,4606700496.333333,226819,0.6502768420363351,4669325910,0.011011719267648247,4667439401
2025-06,무저해지환급형,38768087,0.11445163815945367,42832131.333333336,1238179471,0.36413301075287025,1211145430.3333333,0,,1282949867,0.3524274488193257,1259988477.3333333
2025-06,표준형_질병보험,7182772,-0.3035498945304679,7955261,1243553955,-0.031662769246622785,1245576003.3333333,53068,11.23328722913785,1252108816,-0.033946532630835864,1254873418.6666667
2025-06,표준형_상해,10332380,-0.13705669818398541,11093756.333333334,1355085994,-0.017843266644933894,1355897722,19000,-0.13249931513103827,1369209731,-0.018811486659898204,1370416278.6666667
2025-06,표준형_실손의료,3026461,-0.2630861419937959,3077831.3333333335,332982416,0.24728506297749356,324757814,0,,336449330,0.2394492478524763,328227063.3333333
2025-06,표준형_운전자,7120587,-0.14568832528162967,7101147.666666667,436339456,-0.020337815890258085,437449209.6666667,31,,444752815,-0.02798017256454368,445798771
2025-06,표준형_어린이,2639498,-0.12289775262939802,2538536,376717936,-0.04319784497471393,377352133,4707,-0.4816079295154185,379556363,-0.04381830026725353,380100381.6666667
2025-06,표준형_치매간병,1361357,2.550368896388232,1183235.6666666667,65005452,-0.10864328086319863,65038029.666666664,0,,76595786,-0.0248525170609592,77391569
2025-06,무저해지형_질병보험,21465591,0.004413824508819367,24387202.666666668,659055021,0.5592448359283311,641375088.6666666,0,,681301264,0.5317014076195162,666498990.3333334
2025-06,무저해지형_상해,13851760,0.6490993430513462,14649343,288199749,0.29651994309883023,280325172.3333333,0,,302521722,0.3086478868054572,295462016.3333333
2025-06,무저해지형_어린이,2658731,-0.26829529404900687,3021798.6666666665,235374873,0.06819140658825962,233879853,0,,238033756,0.0627326264719935,236903459
2025-06,무저해지형_치매간병,792386,0.6051152304304759,782355.6666666666,39120027,0.15704342601031826,38841441.666666664,0,,44663705,0.13824126241025403,44408705.666666664
2025-07,원리금보장형장기손해보험합계,90494593,0.06622422119331263,81568350,5914711896,0.060843717739722594,5891423355,12356830,36.90229373838255,6078886072,0.06970184687416507,6036401586.333333
2025-07,개인보험,90005219,0.0675094006543216,81110071.66666667,5892583269,0.061304299196167075,5868907913,12356830,36.90229373838255,6056101615,0.0702088581311123,6013220424
2025-07,보장성보험,89926193,0.06905549163102631,80982679,5871958702,0.06400374790418213,5847213192.333333,176568,-0.21878788415081984,5987271659,0.06468660001904701,5954042515.333333
2025-07,저축성보험,79026,-0.5965117407087824,127392.66666666667,20624567,-0.38379403750477026,21694720.666666668,12180262,120.80262,68829956,0.9500052114439627,59177908.666666664
2025-07,단체보험,489374,-0.127062500222973,458278.3333333333,22128627,-0.04905059020965846,22515442,0,,22784457,-0.04993301628374809,23181162.333333332
2025-07,표준형,42881567,-0.10951401946051936,38927777.333333336,4609648988,0.0041187882827097575,4609231664.666667,176568,-0.21878788415081984,4673097243,0.003975324184491596,4668551817.666667
2025-07,무저해지환급형,47044626,0.3081693986199169,42054901.666666664,1262309714,0.36025040958060645,1237981527.6666667,0,,1314174416,0.35633970665466974,1285490697.6666667
2025-07,표준형_질병보험,8845458,-0.08477342563830256,7762048,1239448294,-0.04180896925339834,1242257693.3333333,121871,0.21490734002571948,1249764528,-0.04224414075533622,1251385736
2025-07,표준형_상해,11753174,-0.1514858668140589,10828931.666666666,1351703760,-0.02584742670973376,1355025493.3333333,926,-0.6468344774980931,1366869991,-0.0269757092596253,1369175914
2025-07,표준형_실손의료,3390305,-0.20944158951837172,3125807.3333333335,337748728,0.2426312443917661,331487402.6666667,0,,341494858,0.23559181196326545,334999978.3333333
2025-07,표준형_운전자,9128195,-0.07133326652664392,7684275,434216086,-0.022841975704322667,436059060,292,,444431137,-0.024541766646234035,444930639
2025-07,표준형_어린이,3145206,0.018700760623267997,2720347.6666666665,374921986,-0.043971413509515556,376306452.6666667,5383,-0.643863711544823,378219121,-0.043544346826161616,379236228
2025-07,표준형_치매간병,555483,0.5777674262715548,856850,64852912,-0.09836614458918923,65076018,0,,75532215,-0.027853453456731018,76050986.33333333
2025-07,무저해지형_질병보험,25948593,0.1655355492795387,23258121.333333332,674565695,0.5299134715543539,659035426.3333334,0,,700910018,0.511906212040903,682919777.3333334
2025-07,무저해지형_상해,16820655,1.0944475642722575,15062271,295484754,0.3303934787923595,287946702.3333333,0,,312858749,0.3560757984645542,303485216.6666667
2025-07,무저해지형_어린이,3464245,-0.14558928096212076,2956769.6666666665,236374192,0.06552039495274055,235246462.66666666,0,,239841199,0.06173045483815697,238204204
2025-07,무저해지형_치매간병,811361,0.6310304692101565,777942.6666666666,39484164,0.16486706604294438,39201567.333333336,0,,44163769,0.15143495503034277,44330333.666666664
2025-08,원리금보장형장기손해보험합계,78901130,-0.039808506726951715,82113020.33333333,5933731310,0.05854583763483163,5913905860.333333,68049517,604.1051227558488,6121985035,0.0719053058804836,6075471460
2025-08,개인보험,78497987,-0.03905677024818985,81673519.33333333,5907089041,0.05817639339968864,5890097827,68049517,604.1051227558488,6094796877,0.07162465667959998,6051024388.333333
2025-08,보장성보험,78589416,-0.03523573844340642,81611365.66666667,5882091159,0.059788728712092516,5867678371.333333,26725,-0.7593599740676044,5985539365,0.05860877100371619,5975028933.666667
2025-08,저축성보험,-91429,-1.3996616630093632,62153.666666666664,24997882,-0.22077450292812553,22419455.666666668,68022792,48552.0278372591,109257512,2.2829788155304,75995454.66666667
2025-08,단체보험,403143,-0.16673453063282975,439501,26642269,0.1473623528985163,23808033.333333332,0,,27188158,0.13876014084556595,24447071.666666668
2025-08,표준형,36542471,-0.1521770986455286,38991479.666666664,4015948761,-0.1266641137793552,4412134510.333333,26725,-0.7200984499371597,4072322252,-0.12596608899080702,4471581801.666667
2025-08,무저해지환급형,42046945,0.09616657686832879,42619886,1866142398,0.960547325688828,1455543861,0,-1,1913217113,0.9229677440102624,1503447132
2025-08,표준형_질병보험,12500697,0.3693173895255251,9509642.333333334,1312639548,0.021528529734159856,1265213932.3333333,16000,-0.5612952756985001,1326342348,0.02377886657691267,1276071897.3333333
2025-08,표준형_상해,7506871,-0.4025929677450366,9864141.666666666,1594369636,0.15641530117039074,1433719796.6666667,-57800,-62.75213675213675,1605096319,0.150767010591143,1447058680.3333333
2025-08,표준형_실손의료,3002374,-0.21486610453689148,3139713.3333333335,420624468,0.5261960503799578,363785204,0,,423964832,0.5157527806932221,367303006.6666667
2025-08,표준형_운전자,7425704,-0.12441367808550949,7891495.333333333,584871164,0.31634886347544877,485142235.3333333,103,,593529953,0.30762833856633665,494237968.3333333
2025-08,표준형_어린이,659434,-0.7477815366786064,2148046,503791224,0.2928008751988409,418477048.6666667,1622,-0.3537848605577689,504598739,0.2856011589353984,420791407.6666667
2025-08,표준형_치매간병,369594,-0.05334497888177121,762144.6666666666,72598046,0.027236755395851315,67485470,0,,85137275,0.07904621378143532,79088425.33333333
2025-08,무저해지형_질병보험,23988018,-0.010970068673374512,23800734,759037549,0.6654410862684987,697552755,0,-1,783277608,0.6305042412838402,721829630
2025-08,무저해지형_상해,16949017,1.0148619846483578,15873810.666666666,775501473,2.3733994391928745,453061992,0,,792963590,2.3202139501748413,469448020.3333333
2025-08,무저해지형_어린이,337381,-0.9181144486624647,2153452.3333333335,267899593,0.20695544656637707,246549552.66666666,0,,268241264,0.18644901852060128,248705406.33333334
2025-08,무저해지형_치매간병,771930,0.5602835445903581,791892.3333333334,47400567,0.3874709940803409,42001586,0,,52429765,0.3628921611098083,47085746.333333336
2025-09,원리금보장형장기손해보험합계,82634629,0.07629148003135931,84010117.33333333,5225932509,-0.0670527963643904,5691458571.666667,68036013,604.7660932742134,5467527822,-0.03974936967519893,5889466309.666667
2025-09,개인보험,82233381,0.07823860424833981,83578862.33333333,5203963677,-0.06711072050981853,5667878662.333333,68036013,604.7660932742134,5445352662,-0.039617642734944794,5865417051.333333
2025-09,보장성보험,82174368,0.0795031443964758,83563325.66666667,5185527980,-0.06526754795894808,5646525947,179665,0.6104209243125023,5288380323,-0.06204777856507166,5753730449
2025-09,저축성보험,59013,-0.5902045748093829,15536.666666666666,18435697,-0.3999327273040337,21352715.333333332,67856348,90474.13066666666,156972339,3.94171351969017,111686602.33333333
2025-09,단체보험,401248,-0.2144406593836877,431255,21968832,-0.053126071997363265,23579909.333333332,0,,22175160,-0.07103807509921178,24049258.333333332
2025-09,표준형,39489656,-0.028511624037168892,39637898,3997798895,-0.12579333749004742,4207798881.3333335,179665,0.4131050321687562,4054329874,-0.12333764339058301,4266583123
2025-09,무저해지환급형,42684712,0.2032748465740221,43925427.666666664,1187729085,0.21874945291910738,1438727065.6666667,0,-1,1234050449,0.21762987484363938,1487147326
2025-09,표준형_질병보험,8988585,0.03536626116692743,10111580,1208847482,-0.055416627369502015,1253645108,85842,0.6354283754691459,1219178221,-0.0548858513034898,1265095032.3333333
2025-09,표준형_상해,10847866,-0.09739042930814804,10035970.333333334,986693407,-0.2814913336782499,1310922267.6666667,0,-1,1000952880,-0.2790113906969568,1324306396.6666667
2025-09,표준형_실손의료,3016008,-0.0951350738336019,3136229,337169555,0.20893616660891312,365180917,0,,340495497,0.2050916762877374,368651729
2025-09,표준형_운전자,7881592,0.05867430513346609,8145163.666666667,434718756,-0.020083399950473407,484602002,115,,443532221,-0.019136425787655956,493831103.6666667
2025-09,표준형_어린이,2473073,0.002649462526018249,2092571,379263398,-0.021096295682805685,419325536,2617,-0.1571658615136876,381856792,-0.02099409227297162,421558217.3333333
2025-09,표준형_치매간병,713413,-0.3433915133933173,546163.3333333334,60517376,-0.12725937784740007,65989444.666666664,0,,69564186,-0.04262913451876588,76744558.66666667
2025-09,무저해지형_질병보험,24026039,0.03195343752555612,24654216.666666668,614857489,0.29969309247587905,682820244.3333334,0,-1,639250544,0.2869588373396061,707812723.3333334
2025-09,무저해지형_상해,15298297,1.047255515759734,16355989.666666666,312619057,0.3365181440046339,461201761.3333333,0,,328616955,0.35736869554288314,478146431.3333333
2025-09,무저해지형_어린이,2693129,-0.19058095350586687,2164918.3333333335,203234428,-0.08666662268548982,235836071,0,,205935555,-0.08820275956959142,238006006
2025-09,무저해지형_치매간병,666329,0.1965052720795265,749873.3333333334,41057264,0.20304138345499825,42647331.666666664,0,,44284215,0.1947422907202558,46959249.666666664
2025-10,원리금보장형장기손해보험합계,73262864,-0.11355668161748263,78266207.66666667,5918716299,0.04658194947295564,5692793372.666667,99235289,56.65132826855965,6151284222,0.06121703414001025,5913599026.333333
2025-10,개인보험,72823631,-0.11413456649255166,77851666.33333333,5895954140,0.04686122367365641,5669002286,99235289,56.65132826855965,6127902421,0.061559450485013024,5889350653.333333
2025-10,보장성보험,72721309,-0.11254250920525316,77828364.33333333,5876050422,0.04887423333719244,5647889853.666667,113035,-0.4808383013512396,5966770384,0.047085205996731876,5746896690.666667
2025-10,저축성보험,102322,-0.610605391746457,23302,19903718,-0.3317607015403396,21112432.333333332,99122254,64.92438288745157,161132037,1.174808485854253,142453962.66666666
2025-10,단체보험,439233,-0.006055545372463562,414541.3333333333,22762159,-0.021063249830551627,23791086.666666668,0,,23381801,-0.02150174270591596,24248373
2025-10,표준형,35333092,-0.15858246626450284,37121739.666666664,4469468626,-0.02791420090798262,4161072094,113035,-0.4808383013512396,4519851395,-0.028218206310859122,4215501173.6666665
2025-10,무저해지환급형,37388217,-0.06415019446154244,40706624.666666664,1406581796,0.400375201471808,1486817759.6666667,0,,1446918989,0.3814911060370726,1531395517
2025-10,표준형_질병보험,8240265,-0.07421708978490957,9909849,1238558457,-0.03393186347950749,1253348495.6666667,23777,-0.6966174575427763,1248106552,-0.0343663954052787,1264542373.6666667
2025-10,표준형_상해,9886099,-0.20873708467917115,9413612,1340983623,-0.025386775130528852,1307348888.6666667,1458,-0.9305747345364507,1354187948,-0.026871151472273154,1320079049
2025-10,표준형_실손의료,2751414,-0.2100640667683964,2923265.3333333335,363484492,0.27848400824024605,373759505,0,,366561668,0.2722452550884034,377007332.3333333
2025-10,표준형_운전자,6526147,-0.1589287318346037,7277814.333333333,452778078,0.01763760358753862,490789332.6666667,0,,460293657,0.01434612378836829,499118610.3333333
2025-10,표준형_어린이,2407516,-0.1448848470339689,1846674.3333333333,390896765,0.008507256093029958,424650462.3333333,2288,,393441184,0.0073528084516974014,426632238.3333333
2025-10,표준형_치매간병,720613,0.004104967902941058,601206.6666666666,63841392,-0.0784084912065717,65652271.333333336,0,,70855001,-0.018024403995356587,75185487.33333333
2025-10,무저해지형_질병보험,20402327,-0.23281903351412547,22805461.333333332,720622553,0.4609208167787931,698172530.3333334,0,,741321022,0.4251486761544939,721283058
2025-10,무저해지형_상해,13752200,0.711517428798575,15333171.333333334,388649738,0.6176019265229479,492256756,0,,403058850,0.6190086327075189,508213131.6666667
2025-10,무저해지형_어린이,2235068,-0.34667040042185976,1755192.6666666667,240076330,0.06806871543452156,237070117,0,,242320025,0.061853517532706306,238832281.33333334
2025-10,무저해지형_치매간병,963967,-0.031016572797371994,800742,41524279,0.2058470878033092,43327370,0,,44473088,0.18807458966119892,47062356
2025-11,원리금보장형장기손해보험합계,78102019,-0.16894561567471486,77999837.33333333,5925686825,0.04929388712543857,5690111877.666667,59679637,174.0315633569428,6123676468,0.060261910852330736,5914162837.333333
2025-11,개인보험,77696036,-0.16957565865949975,77584349.33333333,5903079207,0.049557717796165635,5667665674.666667,59679637,174.0315633569428,6100574143,0.0605871361176215,5891276408.666667
2025-11,보장성보험,77620868,-0.16894170524231533,77505515,5884878564,0.051613364048735,5648818988.666667,109972,-0.5321315980923127,5982438311,0.04852645436922497,5745863006
2025-11,저축성보험,75168,-0.535483870967742,78834.33333333333,18200643,-0.3569035519435384,18846686,59569665,561.4236659239398,118135832,1.5402723274893397,145413402.66666666
2025-11,단체보험,405983,-0.027781236828997278,415488,22607618,-0.01533563998167225,22446203,0,,23102325,-0.019161823540260588,22886428.666666668
2025-11,표준형,39662735,-0.12496046488355055,38161827.666666664,4463074512,-0.023915000908740082,4310114011,109972,-0.5321315980923127,4519646264,-0.023994210388428496,4364609177.666667
2025-11,무저해지환급형,37958133,-0.21041027901679013,39343687.333333336,1421804052,0.3889909750710251,1338704977.6666667,0,,1462792047,0.3609776872877555,1381253828.3333333
2025-11,표준형_질병보험,7723156,-0.2385309929767414,8317335.333333333,1230325274,-0.031094231274271893,1225910404.3333333,42622,-0.6989695381638145,1239646076,-0.032964896824333415,1235643616.3333333
2025-11,표준형_상해,10279237,-0.2442549370247799,10337734,1341728547,-0.019692612041373014,1223135192.3333333,13947,0.3947,1354677240,-0.02184869457063617,1236606022.6666667
2025-11,표준형_실손의료,3023488,-0.1096893043328724,2930303.3333333335,368350970,0.281502316848152,356335005.6666667,0,,371742942,0.27651651392863746,359600035.6666667
2025-11,표준형_운전자,9976026,0.09734995516452727,8127921.666666667,449250353,0.018555948126724158,445582395.6666667,0,,460248760,0.01975988909360681,454691546
2025-11,표준형_어린이,2648285,0.1321594001226944,2509624.6666666665,390766279,0.016889091620383268,386975480.6666667,-24495,-1.831974729977583,393514097,0.017344939202283503,389604024.3333333
2025-11,표준형_치매간병,816849,0.34810916256547875,750291.6666666666,63394190,-0.07468026324343666,62584319.333333336,0,,71950645,0.0020726492676195903,70789944
2025-11,무저해지형_질병보험,20692288,-0.3491116513715381,21706884.666666668,726545970,0.42852858806516464,687342004,0,,747424899,0.38263082620947775,709332155
2025-11,무저해지형_상해,14563307,0.39958871430357584,14537934.666666666,397547484,0.6319761567328703,366272093,0,,412654770,0.6211033975487008,381443525
2025-11,무저해지형_어린이,2341268,-0.42559722708809905,2423155,240268369,0.07258001403233634,227859709,0,,242613742,0.0636798340550017,230289774
2025-11,무저해지형_치매간병,311138,-0.36399390032011053,647144.6666666666,41698256,0.1852959395577257,41426599.666666664,0,,44304531,0.16476380900542184,44353944.666666664
